budget,genres,id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",6114,en,Dracula,45.022964,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-13,215862692,128,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Love never dies.,Dracula,7.1,1056
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",210860,en,Mortdecai,52.417529,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-01-21,30418560,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Sophistication Has a Name.,Mortdecai,5.4,1055
25000000,"[{""id"": 18, ""name"": ""Drama""}]",1164,en,Babel,25.785925,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-08,135330182,143,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",If You Want to be Understood...Listen,Babel,6.9,1055
1100000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",94329,id,Serbuan maut,40.285095,"[{""iso_3166_1"": ""ID"", ""name"": ""Indonesia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2011-09-08,4105187,101,"[{""iso_639_1"": ""id"", ""name"": ""Bahasa indonesia""}]","1 Ruthless Crime Lord, 20 Elite Cops, 30 Floors of Hell",The Raid,7.3,1055
60000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2667,en,The Blair Witch Project,41.690578,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-14,248000000,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The scariest movie of all time is a true story.,The Blair Witch Project,6.3,1055
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5175,en,Rush Hour 2,35.814765,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-03,347325802,90,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Get ready for a second Rush!,Rush Hour 2,6.4,1054
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",11665,en,Get Smart,23.496054,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-06-19,230685453,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Saving The World...And Loving It!,Get Smart,6.0,1051
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1542,en,Office Space,18.366362,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-02-19,12827813,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Work sucks.,Office Space,7.4,1050
5000000,"[{""id"": 27, ""name"": ""Horror""}]",157547,en,Oculus,35.871248,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-08,44030246,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You see what it wants you to see,Oculus,6.3,1050
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4347,en,Atonement,33.369305,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-29,129266061,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Torn apart by betrayal. Separated by war. Bound by love.,Atonement,7.4,1049
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",74643,en,The Artist,29.943316,"[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2011-05-15,133432856,100,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",A Breath Of Fresh Vintage Air,The Artist,7.3,1049
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",328425,en,The Gift,27.247013,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-30,58978653,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Not every gift is welcome.,The Gift,6.7,1049
90000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",10661,en,You Don't Mess with the Zohan,40.597344,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-06-05,201596308,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Lather. Rinse. Save the world.,You Don't Mess with the Zohan,5.5,1048
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",157386,en,The Spectacular Now,25.722747,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-02,6854611,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",From the Writers of (500) Days of Summer,The Spectacular Now,6.8,1048
1000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",277685,en,Unfriended,41.972329,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-17,62882090,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Online, your memories last forever. But so do your mistakes.",Unfriended,5.5,1047
22000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",581,en,Dances with Wolves,45.707835,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-11-09,424208848,181,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Inside everyone is a frontier waiting to be discovered.,Dances with Wolves,7.6,1046
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27582,en,The Mechanic,44.094856,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-01-13,51070807,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Someone has to fix the problems.,The Mechanic,6.3,1045
80000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10200,en,The Day the Earth Stood Still,41.890722,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-10,233093859,104,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",12.12.08 is the Day the Earth Stood Still,The Day the Earth Stood Still,5.2,1043
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",77930,en,Magic Mike,35.897151,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-28,167221571,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Work all day. Work it all night.,Magic Mike,6.1,1040
18339750,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",613,de,Der Untergang,32.445895,"[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2004-09-08,92180910,156,"[{""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]","April 1945, a nation awaits its...Downfall",Downfall,7.7,1037
300000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",948,en,Halloween,30.301307,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1978-10-25,70000000,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Night He Came Home,Halloween,7.4,1035
79000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",72545,en,Journey 2: The Mysterious Island,40.723459,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-01-19,355692760,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Believe the Impossible. Discover the Incredible.,Journey 2: The Mysterious Island,5.8,1030
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",9880,en,The Princess Diaries,40.176265,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-03,165335153,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",She rocks. She rules. She reigns.,The Princess Diaries,6.5,1023
26000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",9358,en,Final Destination 2,37.355826,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-31,90426405,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Death is like a boomerang. it keeps coming back,Final Destination 2,5.9,1023
73000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",153518,en,The Angry Birds Movie,45.720894,"[{""iso_3166_1"": ""FI"", ""name"": ""Finland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-11,349779543,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Why so angry?,The Angry Birds Movie,5.9,1022
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1924,en,Superman,48.507081,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1978-12-13,300218018,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You'll Believe a Man Can Fly!,Superman,6.9,1022
4000000,"[{""id"": 53, ""name"": ""Thriller""}]",241251,en,The Boy Next Door,24.161735,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-01-23,52425855,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Moment She Couldn't Resist. An Obsession He Can't Control.,The Boy Next Door,4.1,1022
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",8487,en,Wild Wild West,40.748915,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-29,222104681,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It's a whole new west.,Wild Wild West,5.1,1020
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5038,en,Vicky Cristina Barcelona,32.758254,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2008-08-15,96408652,96,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Life is the ultimate work of art,Vicky Cristina Barcelona,6.7,1020
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",8839,en,Casper,19.830132,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-05-26,287928194,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Get an afterlife,Casper,6.0,1019
80000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",13027,en,Eagle Eye,46.887983,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-09-25,178066569,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Don't walk. Run.,Eagle Eye,6.3,1018
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",9313,en,The Man in the Iron Mask,28.98027,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-03-12,0,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",For the honor of a king. And the destiny of a country. All for one.,The Man in the Iron Mask,6.3,1018
30000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",3594,en,The Number 23,23.197408,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-02-23,77566815,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",First it takes hold of your mind...then it takes hold of your life.,The Number 23,6.3,1018
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10229,en,A Walk to Remember,33.283554,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-25,41227069,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1018
28000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",924,en,Dawn of the Dead,44.529429,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-03-19,102356381,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]","When the undead rise, civilization will fall.",Dawn of the Dead,6.8,1016
52000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",32856,en,Valentine's Day,25.41929,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-02-10,216485654,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Love Story. More or Less.,Valentine's Day,5.7,1013
16500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",816,en,Austin Powers: International Man of Mystery,36.15716,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-05-02,67683989,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","If he were any cooler, he'd still be frozen, baby!",Austin Powers: International Man of Mystery,6.5,1013
33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",817,en,Austin Powers: The Spy Who Shagged Me,18.316151,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-08,310940086,95,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","I'm back, baby!",Austin Powers: The Spy Who Shagged Me,6.2,1011
4000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",703,en,Annie Hall,35.892034,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-04-19,38251425,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",A nervous romance.,Annie Hall,7.8,1010
45000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",58233,en,Johnny English Reborn,35.6585,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2011-09-15,160078586,101,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",One man. One mission. No chance.,Johnny English Reborn,6.0,1007
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",232672,en,Blended,44.120328,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-21,123494610,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Single Dad, No Clue. Single Mum, Flying Solo.",Blended,6.6,1006
20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",8271,en,Disturbia,31.690456,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-04-12,117760134,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","The quieter the street, the darker the secrets....",Disturbia,6.6,1006
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}]",9392,en,The Descent,23.413188,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2005-07-08,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Scream your last breath.,The Descent,6.8,1005
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",225565,en,That Awkward Moment,37.821106,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-29,26049082,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",When you realize getting some means wanting more.,That Awkward Moment,6.1,1004
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",34584,en,The Neverending Story,47.862016,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-04-05,20158808,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A boy who needs a friend finds a world that needs a hero in a land beyond imagination!,The NeverEnding Story,7.0,1002
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",267935,en,The BFG,44.19092,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-01,183345589,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The world is more giant than you can imagine.,The BFG,6.0,1000
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",12163,en,The Wrestler,40.196514,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-07,44703995,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Love. Pain. Glory.,The Wrestler,7.3,1000
4200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10770, ""name"": ""TV Movie""}]",10947,en,High School Musical,16.536374,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-01-20,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",This School Rocks Like No Other!,High School Musical,6.1,1000
68000000,"[{""id"": 10752, ""name"": ""War""}]",853,en,Enemy at the Gates,41.273567,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2001-03-13,96976270,131,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Some Men Are Born To Be Heroes.,Enemy at the Gates,7.2,999
58000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",257445,en,Goosebumps,45.351617,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-05,158162788,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The stories are alive.,Goosebumps,6.2,995
18000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",2280,en,Big,20.716023,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-06-03,151668774,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You're Only Young Once But For Josh It Might Just Last A Lifetime.,Big,6.9,993
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",9804,en,Waterworld,44.640292,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-28,264218220,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Beyond the horizon lies the secret to a new beginning.,Waterworld,5.9,992
66000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",57212,en,War Horse,29.505574,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-12-25,177584879,146,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Separated by War. Tested by Battle. Bound by Friendship.,War Horse,7.0,992
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3981,en,What Women Want,31.39165,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-15,374111707,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",He has the power to hear everything women are thinking. Finally... a man is listening.,What Women Want,6.1,992
26000000,"[{""id"": 18, ""name"": ""Drama""}]",9800,en,Philadelphia,44.301745,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-12-22,206678440,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,988
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",8967,en,The Tree of Life,43.862456,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-18,54674226,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Nothing stands still.,The Tree of Life,6.5,987
32000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",10719,en,Elf,16.901954,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2003-10-09,173398518,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","This holiday, discover your inner elf.",Elf,6.4,987
2500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",658,en,Goldfinger,47.812466,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964-09-17,124881062,110,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Everything he touches turns into excitement!,Goldfinger,7.2,987
60000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",109491,en,Beautiful Creatures,40.721373,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-13,60052138,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dark secrets will come to light.,Beautiful Creatures,5.6,984
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",280092,en,Insidious: Chapter 3,45.946524,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-04,104303851,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",This is how you die,Insidious: Chapter 3,6.2,983
5000000,"[{""id"": 27, ""name"": ""Horror""}]",242512,en,Ouija,56.30466,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-24,103590271,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Keep telling yourself it's just a game,Ouija,4.9,983
